ocid,releases/0/id,releases/0/awards/0/id,releases/0/awards/0/status,releases/0/awards/0/date,releases/0/awards/0/value/amount,releases/0/awards/0/value/currency,releases/0/awards/0/relatedLots
ocds-hu01ve-7924127,ocds-hu01ve-7924127-01,1928680,active,2020-11-16T12:00:00Z,216671.43,EUR,8489096F9E
ocds-hu01ve-7879069,ocds-hu01ve-7879069-01,1846770,active,2020-12-29T12:00:00Z,52497.83,EUR,8436042A14
ocds-hu01ve-7889318,ocds-hu01ve-7889318-01,1977291,active,2020-10-02T12:00:00Z,284715,EUR,8448141A7D
ocds-hu01ve-7930539,ocds-hu01ve-7930539-01,1814689,active,2020-11-06T12:00:00Z,400000,EUR,8496322AB5
ocds-hu01ve-7907877,ocds-hu01ve-7907877-01,1927504,active,2020-10-26T12:00:00Z,45589.04,EUR,8470015D7B
ocds-hu01ve-7895524,ocds-hu01ve-7895524-01,1916966,active,2020-10-29T12:00:00Z,77959.84,EUR,8455281E99
ocds-hu01ve-7911800,ocds-hu01ve-7911800-01,1884935,active,2020-10-07T12:00:00Z,50000,EUR,8474200B0E
ocds-hu01ve-7968743,ocds-hu01ve-7968743-01,1850861,active,2020-11-26T12:00:00Z,145000,EUR,8539912E4F
ocds-hu01ve-7919555,ocds-hu01ve-7919555-01,1841880,active,2020-11-06T12:00:00Z,7499.98,EUR,8483542852
ocds-hu01ve-7898806,ocds-hu01ve-7898806-01,1936180,active,2020-10-02T12:00:00Z,51000,EUR,845905375C
ocds-hu01ve-7923669,ocds-hu01ve-7923669-01,1878075,active,2020-11-12T12:00:00Z,200000,EUR,848861310D
ocds-hu01ve-7872287,ocds-hu01ve-7872287-01,1849779,active,2020-11-05T12:00:00Z,61651.2,EUR,842860942E
ocds-hu01ve-7893550,ocds-hu01ve-7893550-01,2040111,active,2021-02-15T12:00:00Z,301040.51,EUR,8453127D10
ocds-hu01ve-7898879,ocds-hu01ve-7898879-01,2112454,active,2020-11-09T12:00:00Z,168630,EUR,8459158E00
ocds-hu01ve-7910454,ocds-hu01ve-7910454-01,1845255,active,2020-10-29T12:00:00Z,109254.15,EUR,847274063B
ocds-hu01ve-7907013,ocds-hu01ve-7907013-01,1816615,active,2020-10-29T12:00:00Z,1527174,EUR,8468931EEF
ocds-hu01ve-7892779,ocds-hu01ve-7892779-01,1853582,active,2020-11-24T12:00:00Z,48335.4,EUR,8452245539
ocds-hu01ve-7906879,ocds-hu01ve-7906879-01,2059724,active,2020-10-19T12:00:00Z,74255,EUR,846879705F
ocds-hu01ve-7929295,ocds-hu01ve-7929295-01,1828477,active,2020-11-04T12:00:00Z,126480,EUR,84949026E4
ocds-hu01ve-7913337,ocds-hu01ve-7913337-01,1903596,active,2020-12-02T12:00:00Z,145485.78,EUR,8475850CAD
ocds-hu01ve-7937957,ocds-hu01ve-7937957-01,1881132,active,2020-11-16T12:00:00Z,54836.55,EUR,8506182372
ocds-hu01ve-7928781,ocds-hu01ve-7928781-01,1846400,active,2020-12-16T12:00:00Z,124931.15,EUR,84943542AC
ocds-hu01ve-7928781,ocds-hu01ve-7928781-01,1846409,active,2020-12-16T12:00:00Z,57469.62,EUR,849435537F
ocds-hu01ve-7923071,ocds-hu01ve-7923071-01,1826252,active,2020-10-27T12:00:00Z,3000,EUR,848799530F
ocds-hu01ve-7905551,ocds-hu01ve-7905551-01,1813840,active,2020-10-09T12:00:00Z,149000,EUR,84670839EC
ocds-hu01ve-7906590,ocds-hu01ve-7906590-01,1970935,active,2020-10-14T12:00:00Z,56796,EUR,84684691B2
ocds-hu01ve-7898858,ocds-hu01ve-7898858-01,1861995,active,2020-10-23T12:00:00Z,213000,EUR,8459135B06
ocds-hu01ve-7924570,ocds-hu01ve-7924570-01,2100120,active,2021-01-05T12:00:00Z,70000,EUR,8489539D32
ocds-hu01ve-7926150,ocds-hu01ve-7926150-01,1838801,active,2020-10-28T12:00:00Z,81620,EUR,84914126DA
ocds-hu01ve-7962888,ocds-hu01ve-7962888-01,1990356,active,2011-11-26T12:00:00Z,49922.3,EUR,85341180F7
ocds-hu01ve-7914947,ocds-hu01ve-7914947-01,1825941,active,2020-11-13T12:00:00Z,10340.75,EUR,847791117B
ocds-hu01ve-7922919,ocds-hu01ve-7922919-01,1867330,active,2021-02-01T12:00:00Z,61900,EUR,8487659DC5
ocds-hu01ve-7925700,ocds-hu01ve-7925700-01,1875143,active,2020-10-22T12:00:00Z,159118.52,EUR,8490877D59
ocds-hu01ve-7917482,ocds-hu01ve-7917482-01,1833285,active,2020-11-17T12:00:00Z,389744.26,EUR,8481140A20
ocds-hu01ve-7915543,ocds-hu01ve-7915543-01,1818165,active,2020-10-20T12:00:00Z,1965.6,EUR,847876630C
ocds-hu01ve-7864827,ocds-hu01ve-7864827-01,1931173,active,2021-01-07T12:00:00Z,98913.1,EUR,84203894D2
ocds-hu01ve-7912939,ocds-hu01ve-7912939-01,2000140,active,2020-11-16T12:00:00Z,123605.95,EUR,847589302D
ocds-hu01ve-7914220,ocds-hu01ve-7914220-01,2121117,active,2020-12-30T12:00:00Z,39338.44,EUR,8476915B8B
ocds-hu01ve-7883005,ocds-hu01ve-7883005-01,1840232,active,2020-11-23T12:00:00Z,46365,EUR,844101304A
ocds-hu01ve-7927018,ocds-hu01ve-7927018-01,1848472,active,2020-11-04T12:00:00Z,342962,EUR,8492378406
ocds-hu01ve-7879134,ocds-hu01ve-7879134-01,1833603,active,2020-11-20T12:00:00Z,142497.75,EUR,8436045C8D
ocds-hu01ve-7874291,ocds-hu01ve-7874291-01,1950705,active,2020-10-16T12:00:00Z,149725.8,EUR,8430948E5F
ocds-hu01ve-7929732,ocds-hu01ve-7929732-01,1840910,active,2020-10-01T12:00:00Z,363102.2,EUR,8495404528
ocds-hu01ve-7951709,ocds-hu01ve-7951709-01,1821511,active,2020-10-31T12:00:00Z,160000,EUR,8521585A65
ocds-hu01ve-8241960,ocds-hu01ve-8241960-01,2108527,active,2020-10-27T12:00:00Z,102132.37,EUR,885647418D
ocds-hu01ve-7914113,ocds-hu01ve-7914113-01,1869264,active,2020-11-12T12:00:00Z,54800,EUR,847676823F
ocds-hu01ve-7942859,ocds-hu01ve-7942859-01,2053748,active,2020-11-24T12:00:00Z,79200,EUR,8511085188
ocds-hu01ve-7924952,ocds-hu01ve-7924952-01,1827398,active,2020-11-25T12:00:00Z,33655.8,EUR,8490002B47
ocds-hu01ve-7898910,ocds-hu01ve-7898910-01,2073839,active,2020-10-05T12:00:00Z,182784,EUR,8459184378
ocds-hu01ve-7916535,ocds-hu01ve-7916535-01,1848865,active,2020-12-29T12:00:00Z,958000,EUR,8479887021
ocds-hu01ve-7917305,ocds-hu01ve-7917305-01,1805014,active,2020-10-22T12:00:00Z,47050,EUR,8480794C98
ocds-hu01ve-7912636,ocds-hu01ve-7912636-01,1829542,active,2020-11-21T12:00:00Z,61925,EUR,8475116EF5
ocds-hu01ve-7912636,ocds-hu01ve-7912636-01,1829541,active,2020-11-21T12:00:00Z,101100,EUR,8475115E22
ocds-hu01ve-7906628,ocds-hu01ve-7906628-01,1970919,active,2020-10-14T12:00:00Z,108000,EUR,846850603B
ocds-hu01ve-7919859,ocds-hu01ve-7919859-01,1837418,active,2020-11-13T12:00:00Z,60000,EUR,8483949830
ocds-hu01ve-7915536,ocds-hu01ve-7915536-01,2057088,active,2020-10-27T12:00:00Z,72000,EUR,8478779DC3
ocds-hu01ve-7880564,ocds-hu01ve-7880564-01,1910003,active,2020-10-27T12:00:00Z,126338.6,EUR,8437692BB3
ocds-hu01ve-7897187,ocds-hu01ve-7897187-01,1967477,active,2020-09-14T12:00:00Z,70000,EUR,84572306F9
ocds-hu01ve-7894953,ocds-hu01ve-7894953-01,1807655,active,2020-10-20T12:00:00Z,600000,EUR,84547031A2
ocds-hu01ve-7920800,ocds-hu01ve-7920800-01,1859827,active,2020-11-16T12:00:00Z,39247.9,EUR,848539731F
ocds-hu01ve-7911047,ocds-hu01ve-7911047-01,1869098,active,2020-10-19T12:00:00Z,68400,EUR,8473363858
ocds-hu01ve-7905222,ocds-hu01ve-7905222-01,1810887,active,2020-10-29T12:00:00Z,15804,EUR,8466805484
ocds-hu01ve-7928577,ocds-hu01ve-7928577-01,1834961,active,2020-10-29T12:00:00Z,70200,EUR,84941255B1
ocds-hu01ve-7919827,ocds-hu01ve-7919827-01,2024223,active,2020-10-27T12:00:00Z,51500,EUR,8483898E18
ocds-hu01ve-7837900,ocds-hu01ve-7837900-01,1802744,active,2020-10-12T12:00:00Z,49691.06,EUR,8388818F98
ocds-hu01ve-7902226,ocds-hu01ve-7902226-01,1920674,active,2020-10-07T12:00:00Z,60000,EUR,8463344C66
ocds-hu01ve-7921849,ocds-hu01ve-7921849-01,2012686,active,2020-12-01T12:00:00Z,6958.59,EUR,8486528872
ocds-hu01ve-7917425,ocds-hu01ve-7917425-01,1871741,active,2020-10-26T12:00:00Z,9979.24,EUR,8480979545
ocds-hu01ve-7898951,ocds-hu01ve-7898951-01,1979351,active,2021-04-19T12:00:00Z,1296574.87,EUR,8459291BC2
ocds-hu01ve-7898951,ocds-hu01ve-7898951-01,1979353,active,2021-04-19T12:00:00Z,140175.2,EUR,84593089CA
ocds-hu01ve-7898951,ocds-hu01ve-7898951-01,1979352,active,2021-04-19T12:00:00Z,253975.2,EUR,845929925F
ocds-hu01ve-7928190,ocds-hu01ve-7928190-01,1815769,active,2020-10-30T12:00:00Z,146120,EUR,8493724AC5
ocds-hu01ve-7881951,ocds-hu01ve-7881951-01,1795617,active,2020-10-07T12:00:00Z,600000,EUR,84393102ED
ocds-hu01ve-7921263,ocds-hu01ve-7921263-01,1833984,active,2020-10-27T12:00:00Z,47462.09,EUR,8485792914
ocds-hu01ve-7922962,ocds-hu01ve-7922962-01,1945077,active,2020-11-12T12:00:00Z,194095.2,EUR,8487695B7B
ocds-hu01ve-7914691,ocds-hu01ve-7914691-01,1810193,active,2020-10-22T12:00:00Z,200000,EUR,8477567599
ocds-hu01ve-7911077,ocds-hu01ve-7911077-01,1803800,active,2020-10-14T12:00:00Z,730000,EUR,84734353C4
ocds-hu01ve-7917236,ocds-hu01ve-7917236-01,1981262,active,2020-12-02T12:00:00Z,72592.87,EUR,84807307C9
ocds-hu01ve-7924868,ocds-hu01ve-7924868-01,1915947,active,2020-11-23T12:00:00Z,83570.12,EUR,84899998CE
ocds-hu01ve-7909178,ocds-hu01ve-7909178-01,1887410,active,2021-02-09T12:00:00Z,404212.37,EUR,8471272ACB
ocds-hu01ve-8091058,ocds-hu01ve-8091058-01,1900290,active,2021-02-03T12:00:00Z,75226,EUR,8679414F00
ocds-hu01ve-7916360,ocds-hu01ve-7916360-01,1911516,active,2020-11-10T12:00:00Z,142251.25,EUR,8479707B93
ocds-hu01ve-7917606,ocds-hu01ve-7917606-01,1858856,active,2020-11-12T12:00:00Z,253983.1,EUR,84811767D6
ocds-hu01ve-7901066,ocds-hu01ve-7901066-01,1843360,active,2020-12-17T12:00:00Z,129786.73,EUR,8461964997
ocds-hu01ve-7910856,ocds-hu01ve-7910856-01,1814132,active,2020-10-20T12:00:00Z,48016.18,EUR,84731253F2
ocds-hu01ve-7898698,ocds-hu01ve-7898698-01,1810360,active,2020-10-21T12:00:00Z,198370.67,EUR,84589588F6
ocds-hu01ve-7902070,ocds-hu01ve-7902070-01,2049643,active,2020-10-28T12:00:00Z,115181.32,EUR,8463143689
ocds-hu01ve-7889539,ocds-hu01ve-7889539-01,2078575,active,2020-11-23T12:00:00Z,69193,EUR,8448447703
ocds-hu01ve-7908712,ocds-hu01ve-7908712-01,1853466,active,2020-11-11T12:00:00Z,619195.36,EUR,84707983A5
ocds-hu01ve-7912174,ocds-hu01ve-7912174-01,1828333,active,2020-11-13T12:00:00Z,53906.04,EUR,847461625C
ocds-hu01ve-7894207,ocds-hu01ve-7894207-01,1812564,active,2020-10-20T12:00:00Z,581385.75,EUR,8453841A47
ocds-hu01ve-7894422,ocds-hu01ve-7894422-01,1961723,active,2020-11-24T12:00:00Z,160865.4,EUR,8454250BCB
ocds-hu01ve-7910667,ocds-hu01ve-7910667-01,1883545,active,2020-10-19T12:00:00Z,59810.38,EUR,84728966F7
ocds-hu01ve-7925705,ocds-hu01ve-7925705-01,1944567,active,2020-10-28T12:00:00Z,405400,EUR,8490880FD2
ocds-hu01ve-7907987,ocds-hu01ve-7907987-01,1862752,active,2020-10-01T12:00:00Z,200000,EUR,847004456C
ocds-hu01ve-7853250,ocds-hu01ve-7853250-01,1871289,active,2020-11-19T12:00:00Z,42058.78,EUR,8616476CEC
ocds-hu01ve-7922513,ocds-hu01ve-7922513-01,1897295,active,2020-10-26T12:00:00Z,118181.82,EUR,8487254F8D
ocds-hu01ve-7919624,ocds-hu01ve-7919624-01,1853012,active,2020-12-22T12:00:00Z,140685.39,EUR,8483642AD7
ocds-hu01ve-7906761,ocds-hu01ve-7906761-01,1816674,active,2020-10-29T12:00:00Z,337509.26,EUR,8468647495
ocds-hu01ve-7870994,ocds-hu01ve-7870994-01,1898433,active,2020-09-10T12:00:00Z,37866.68,EUR,8427378C51
ocds-hu01ve-7925081,ocds-hu01ve-7925081-01,1816138,active,2020-11-09T12:00:00Z,23142.93,EUR,8490158C03
ocds-hu01ve-7906801,ocds-hu01ve-7906801-01,1816803,active,2020-10-29T12:00:00Z,96399,EUR,8468701126
ocds-hu01ve-7906674,ocds-hu01ve-7906674-01,1816525,active,2020-10-29T12:00:00Z,89251.18,EUR,8468557A4E
ocds-hu01ve-8158108,ocds-hu01ve-8158108-01,1941545,active,2020-10-23T12:00:00Z,83433.08,EUR,87619795CE
ocds-hu01ve-7953449,ocds-hu01ve-7953449-01,1834811,active,2020-11-25T12:00:00Z,41023.57,EUR,8523519663
ocds-hu01ve-7909456,ocds-hu01ve-7909456-01,1967775,active,2020-11-11T12:00:00Z,23800,EUR,8471601A4B
ocds-hu01ve-7875023,ocds-hu01ve-7875023-01,1866557,active,2020-12-16T12:00:00Z,6000000,EUR,8431685E90
ocds-hu01ve-7875023,ocds-hu01ve-7875023-01,1866568,active,2020-12-16T12:00:00Z,4000000,EUR,84316956D3
ocds-hu01ve-7897662,ocds-hu01ve-7897662-01,1803731,active,2020-10-15T12:00:00Z,138600,EUR,84577915ED
ocds-hu01ve-7933224,ocds-hu01ve-7933224-01,2069132,active,2020-11-09T12:00:00Z,40000,EUR,8499851AEE
ocds-hu01ve-7913469,ocds-hu01ve-7913469-01,1903216,active,2020-10-19T12:00:00Z,40809.69,EUR,8476150441
ocds-hu01ve-7922710,ocds-hu01ve-7922710-01,1832385,active,2020-11-11T12:00:00Z,45256.72,EUR,8487466E80
ocds-hu01ve-7898516,ocds-hu01ve-7898516-01,1913928,active,2021-04-19T12:00:00Z,214010,EUR,8458651B9D
ocds-hu01ve-7906380,ocds-hu01ve-7906380-01,1862684,active,2021-01-19T12:00:00Z,694328.49,EUR,8468176FE3
ocds-hu01ve-7898925,ocds-hu01ve-7898925-01,1923183,active,2020-11-23T12:00:00Z,890041.14,EUR,8459254D39
ocds-hu01ve-7912840,ocds-hu01ve-7912840-01,2045151,active,2020-12-09T12:00:00Z,161699,EUR,84753510E7
ocds-hu01ve-7921813,ocds-hu01ve-7921813-01,1852369,active,2020-11-05T12:00:00Z,69352,EUR,84864697C2
ocds-hu01ve-7924698,ocds-hu01ve-7924698-01,2015367,active,2020-11-30T12:00:00Z,9982,EUR,8489691AA2
ocds-hu01ve-7903599,ocds-hu01ve-7903599-01,2100706,active,2021-02-12T12:00:00Z,96701,EUR,8464996FAB
ocds-hu01ve-7910378,ocds-hu01ve-7910378-01,2106727,active,2020-12-30T12:00:00Z,66403.13,EUR,8472634EBF
ocds-hu01ve-7928070,ocds-hu01ve-7928070-01,1878542,active,2020-12-30T12:00:00Z,90880.74,EUR,849358473E
ocds-hu01ve-7917052,ocds-hu01ve-7917052-01,1814276,active,2020-11-05T12:00:00Z,18120,EUR,8480503C74
ocds-hu01ve-7985992,ocds-hu01ve-7985992-01,1836893,active,2020-12-14T12:00:00Z,65465.3,EUR,8558742155
ocds-hu01ve-7900693,ocds-hu01ve-7900693-01,1901493,active,2020-12-18T12:00:00Z,50085,EUR,8461503D28
ocds-hu01ve-7904826,ocds-hu01ve-7904826-01,1936828,active,2021-04-15T12:00:00Z,501781.11,EUR,8466291C57
ocds-hu01ve-7890925,ocds-hu01ve-7890925-01,1835795,active,2020-11-23T12:00:00Z,90883.79,EUR,845024746C
ocds-hu01ve-7919834,ocds-hu01ve-7919834-01,1852504,active,2020-12-11T12:00:00Z,50000,EUR,84839064B5
ocds-hu01ve-7905579,ocds-hu01ve-7905579-01,1965240,active,2021-02-03T12:00:00Z,145300,EUR,84671365AA
ocds-hu01ve-7887954,ocds-hu01ve-7887954-01,2074624,active,2020-11-24T12:00:00Z,120769.08,EUR,8446580252
ocds-hu01ve-7902489,ocds-hu01ve-7902489-01,1795590,active,2020-10-07T12:00:00Z,440000,EUR,846368991B
ocds-hu01ve-7818353,ocds-hu01ve-7818353-01,1796414,active,2020-07-09T12:00:00Z,655228.23,EUR,8366735025
ocds-hu01ve-7879111,ocds-hu01ve-7879111-01,1852687,active,2020-12-15T12:00:00Z,153612.5,EUR,8436509B75
ocds-hu01ve-7924509,ocds-hu01ve-7924509-01,1820482,active,2020-11-03T12:00:00Z,14950.05,EUR,84894893F2
ocds-hu01ve-7923132,ocds-hu01ve-7923132-01,1892542,active,2020-10-26T12:00:00Z,222222,EUR,848788691A
ocds-hu01ve-7913547,ocds-hu01ve-7913547-01,1936402,active,2020-11-06T12:00:00Z,132516.39,EUR,8476123DF6
ocds-hu01ve-7897508,ocds-hu01ve-7897508-01,2012339,active,2020-10-12T12:00:00Z,112294.08,EUR,8457635531
ocds-hu01ve-7878092,ocds-hu01ve-7878092-01,1819348,active,2020-10-02T12:00:00Z,468748.03,EUR,8434897932
ocds-hu01ve-7900964,ocds-hu01ve-7900964-01,1853284,active,2020-10-09T12:00:00Z,103000,EUR,8461864712
ocds-hu01ve-7919848,ocds-hu01ve-7919848-01,1921211,active,2020-12-03T12:00:00Z,44036.1,EUR,8486038417
ocds-hu01ve-7899300,ocds-hu01ve-7899300-01,1848131,active,2020-10-27T12:00:00Z,63012.25,EUR,8459673700
ocds-hu01ve-7886232,ocds-hu01ve-7886232-01,1851119,active,2020-10-30T12:00:00Z,146739.42,EUR,84445116EC
ocds-hu01ve-7913780,ocds-hu01ve-7913780-01,1897084,active,2020-10-21T12:00:00Z,29330,EUR,8476332A70
ocds-hu01ve-7901873,ocds-hu01ve-7901873-01,1974396,active,2020-10-06T12:00:00Z,249676,EUR,8462831511
ocds-hu01ve-7901978,ocds-hu01ve-7901978-01,1828845,active,2020-11-27T12:00:00Z,125100,EUR,846300115C
ocds-hu01ve-7909670,ocds-hu01ve-7909670-01,1840716,active,2020-10-09T12:00:00Z,71750,EUR,8471817C8A
ocds-hu01ve-7906931,ocds-hu01ve-7906931-01,1981640,active,2020-10-14T12:00:00Z,1239175.55,EUR,8468849B45
ocds-hu01ve-7922261,ocds-hu01ve-7922261-01,1837391,active,2020-10-29T12:00:00Z,47835.5,EUR,84869325D7
ocds-hu01ve-7897894,ocds-hu01ve-7897894-01,1910261,active,2020-12-01T12:00:00Z,189800,EUR,8458031BF9
ocds-hu01ve-7929618,ocds-hu01ve-7929618-01,1911670,active,2020-11-11T12:00:00Z,540989.39,EUR,8495259D7D
ocds-hu01ve-7913014,ocds-hu01ve-7913014-01,1927762,active,2020-10-19T12:00:00Z,86273.59,EUR,8475527224
ocds-hu01ve-7860820,ocds-hu01ve-7860820-01,2107356,active,2020-12-04T12:00:00Z,243800,EUR,8415964133
ocds-hu01ve-7959385,ocds-hu01ve-7959385-01,1831402,active,2020-11-27T12:00:00Z,170405,EUR,8529922A4E
ocds-hu01ve-7919111,ocds-hu01ve-7919111-01,2050070,active,2020-10-28T12:00:00Z,60420.19,EUR,84829721F3
ocds-hu01ve-7915046,ocds-hu01ve-7915046-01,1827831,active,2020-11-13T12:00:00Z,28516.5,EUR,8478101E42
ocds-hu01ve-7913828,ocds-hu01ve-7913828-01,1836828,active,2020-10-23T12:00:00Z,270400,EUR,8476406782
ocds-hu01ve-7907490,ocds-hu01ve-7907490-01,1864768,active,2020-11-10T12:00:00Z,55491.8,EUR,8469473E35
ocds-hu01ve-7911061,ocds-hu01ve-7911061-01,1864679,active,2020-12-31T12:00:00Z,246582.68,EUR,8473370E1D
ocds-hu01ve-7905334,ocds-hu01ve-7905334-01,1796686,active,2020-10-09T12:00:00Z,247500,EUR,8466838FBC
ocds-hu01ve-7912619,ocds-hu01ve-7912619-01,1819016,active,2020-10-16T12:00:00Z,115560,EUR,8475091A55
ocds-hu01ve-7897356,ocds-hu01ve-7897356-01,2018468,active,2020-10-20T12:00:00Z,50870.3,EUR,84574837C1
ocds-hu01ve-7900918,ocds-hu01ve-7900918-01,1798508,active,2020-10-13T12:00:00Z,48582.34,EUR,846179809D
ocds-hu01ve-7903571,ocds-hu01ve-7903571-01,1815609,active,2020-10-30T12:00:00Z,92110,EUR,8464900077
ocds-hu01ve-7917066,ocds-hu01ve-7917066-01,1858385,active,2020-10-28T12:00:00Z,15288.95,EUR,848068202F
ocds-hu01ve-7907654,ocds-hu01ve-7907654-01,2058359,active,2020-12-02T12:00:00Z,132116.51,EUR,8469685D28
ocds-hu01ve-7918010,ocds-hu01ve-7918010-01,1892541,active,2020-10-26T12:00:00Z,272800,EUR,8481670F7D
ocds-hu01ve-7919446,ocds-hu01ve-7919446-01,2140727,active,2021-01-27T12:00:00Z,44298.23,EUR,8483365642
ocds-hu01ve-7906510,ocds-hu01ve-7906510-01,2029960,active,2020-10-20T12:00:00Z,1050000,EUR,8468373279
ocds-hu01ve-7921919,ocds-hu01ve-7921919-01,1812491,active,2020-10-26T12:00:00Z,118994.16,EUR,84865667CE
ocds-hu01ve-7897843,ocds-hu01ve-7897843-01,1871585,active,2020-10-26T12:00:00Z,221863,EUR,845798238C
ocds-hu01ve-7921898,ocds-hu01ve-7921898-01,1861140,active,2020-12-16T12:00:00Z,41592,EUR,84865499C6
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1915537,active,2020-12-28T12:00:00Z,269125.2,EUR,8463098168
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1915048,active,2020-12-28T12:00:00Z,853200.3,EUR,84630390B8
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1915575,active,2020-12-28T12:00:00Z,65880.01,EUR,8463063485
ocds-hu01ve-7902003,ocds-hu01ve-7902003-01,1935293,active,2020-12-28T12:00:00Z,83670,EUR,846313826A
ocds-hu01ve-7923577,ocds-hu01ve-7923577-01,2086477,active,2020-12-14T12:00:00Z,57572.82,EUR,8488516101
ocds-hu01ve-7884799,ocds-hu01ve-7884799-01,1830893,active,2020-10-06T12:00:00Z,62961.75,EUR,8442988E18
ocds-hu01ve-8046709,ocds-hu01ve-8046709-01,1934763,active,2020-10-21T12:00:00Z,70934.4,EUR,8628613CB1
ocds-hu01ve-7904694,ocds-hu01ve-7904694-01,2004579,active,2021-05-04T12:00:00Z,20000,EUR,8466134AC8
ocds-hu01ve-7894930,ocds-hu01ve-7894930-01,1862609,active,2020-11-05T12:00:00Z,139803.97,EUR,8454675A84
ocds-hu01ve-7910380,ocds-hu01ve-7910380-01,1880666,active,2020-12-10T12:00:00Z,100080,EUR,8472590A71
ocds-hu01ve-7921882,ocds-hu01ve-7921882-01,2051226,active,2021-02-18T12:00:00Z,299020.75,EUR,84865678A1
ocds-hu01ve-7975349,ocds-hu01ve-7975349-01,1845305,active,2020-12-10T12:00:00Z,158140,EUR,8547195870
ocds-hu01ve-7919316,ocds-hu01ve-7919316-01,1816388,active,2020-11-10T12:00:00Z,20505.55,EUR,8483219DC4
ocds-hu01ve-7913656,ocds-hu01ve-7913656-01,1848949,active,2020-12-24T12:00:00Z,201398.4,EUR,847620734B
ocds-hu01ve-7927554,ocds-hu01ve-7927554-01,2019199,active,2020-10-27T12:00:00Z,70845,EUR,8493028C69
ocds-hu01ve-7918024,ocds-hu01ve-7918024-01,1832345,active,2020-11-27T12:00:00Z,159434.99,EUR,848173337E
ocds-hu01ve-7922950,ocds-hu01ve-7922950-01,1850292,active,2020-11-18T12:00:00Z,110267.68,EUR,848774331A
ocds-hu01ve-7920443,ocds-hu01ve-7920443-01,1842915,active,2020-12-20T12:00:00Z,46719.14,EUR,848481205E
ocds-hu01ve-7901708,ocds-hu01ve-7901708-01,1972931,active,2020-12-21T12:00:00Z,289673.46,EUR,8462666CE5
ocds-hu01ve-7927233,ocds-hu01ve-7927233-01,1865708,active,2021-01-20T12:00:00Z,132340.74,EUR,8492638A93
ocds-hu01ve-7892826,ocds-hu01ve-7892826-01,1832576,active,2020-09-28T12:00:00Z,281061.33,EUR,8452360420
ocds-hu01ve-7904522,ocds-hu01ve-7904522-01,1912128,active,2020-10-12T12:00:00Z,40800,EUR,8465975793
ocds-hu01ve-7901702,ocds-hu01ve-7901702-01,1933075,active,2021-01-28T12:00:00Z,52990.46,EUR,84626564A7
ocds-hu01ve-7915933,ocds-hu01ve-7915933-01,1997396,active,2020-10-26T12:00:00Z,32956.18,EUR,84792090A0
ocds-hu01ve-8110428,ocds-hu01ve-8110428-01,1952880,active,2021-04-22T12:00:00Z,55308.57,EUR,87049331F6
ocds-hu01ve-7908449,ocds-hu01ve-7908449-01,1864170,active,2020-10-14T12:00:00Z,52500,EUR,84705620E5
ocds-hu01ve-7903758,ocds-hu01ve-7903758-01,1846874,active,2020-12-18T12:00:00Z,49335.3,EUR,8465096235
ocds-hu01ve-7883440,ocds-hu01ve-7883440-01,1818896,active,2020-11-12T12:00:00Z,79215.36,EUR,844117237F
ocds-hu01ve-7904808,ocds-hu01ve-7904808-01,1809510,active,2020-10-07T12:00:00Z,245791.52,EUR,846626788A
ocds-hu01ve-7905954,ocds-hu01ve-7905954-01,2029957,active,2020-10-09T12:00:00Z,372500,EUR,8467530ACC
ocds-hu01ve-7896024,ocds-hu01ve-7896024-01,1794445,active,2020-10-05T12:00:00Z,487720.52,EUR,84558292D6
ocds-hu01ve-7887645,ocds-hu01ve-7887645-01,1927665,active,2020-11-11T12:00:00Z,348708.33,EUR,8446222AE1
ocds-hu01ve-7834658,ocds-hu01ve-7834658-01,1984152,active,2020-10-20T12:00:00Z,69872.8,EUR,8385012ACA
ocds-hu01ve-7926678,ocds-hu01ve-7926678-01,1826556,active,2020-11-22T12:00:00Z,72421.87,EUR,8492021D68
ocds-hu01ve-7889775,ocds-hu01ve-7889775-01,1816895,active,2020-10-21T12:00:00Z,5433333.33,EUR,8448689EB5
ocds-hu01ve-8308527,ocds-hu01ve-8308527-01,2140512,active,2021-11-09T12:00:00Z,50797.23,EUR,89308713E5
ocds-hu01ve-7900043,ocds-hu01ve-7900043-01,1802249,active,2020-10-19T12:00:00Z,19959.94,EUR,84606984DC
ocds-hu01ve-7900043,ocds-hu01ve-7900043-01,1807279,active,2020-10-12T12:00:00Z,41652,EUR,84606930BD
ocds-hu01ve-7912106,ocds-hu01ve-7912106-01,2062912,active,2020-12-12T12:00:00Z,62167,EUR,8474551CB5
ocds-hu01ve-7925427,ocds-hu01ve-7925427-01,2050963,active,2020-10-27T12:00:00Z,136242.86,EUR,8490563A3B
ocds-hu01ve-7902337,ocds-hu01ve-7902337-01,1856613,active,2020-10-07T12:00:00Z,93900,EUR,84634850C5
ocds-hu01ve-7875863,ocds-hu01ve-7875863-01,1829532,active,2020-10-01T12:00:00Z,92464,EUR,8432579055
ocds-hu01ve-7890942,ocds-hu01ve-7890942-01,1941896,active,2020-12-24T12:00:00Z,54162.02,EUR,8450270766
