ocid,releases/0/id,releases/0/awards/0/id,releases/0/awards/0/status,releases/0/awards/0/date,releases/0/awards/0/value/amount,releases/0/awards/0/value/currency,releases/0/awards/0/relatedLots
ocds-hu01ve-7921612,ocds-hu01ve-7921612-01,1848049,active,2020-12-16T12:00:00Z,73450.45,EUR,8486343FC5
ocds-hu01ve-8021175,ocds-hu01ve-8021175-01,1856241,active,2020-11-11T12:00:00Z,10780,EUR,8599727F35
ocds-hu01ve-8109637,ocds-hu01ve-8109637-01,2089289,active,2020-11-19T12:00:00Z,82100,EUR,87034000E4
ocds-hu01ve-7925242,ocds-hu01ve-7925242-01,1881142,active,2020-11-04T12:00:00Z,10093.8,EUR,849042150E
ocds-hu01ve-7929108,ocds-hu01ve-7929108-01,1833860,active,2020-11-19T12:00:00Z,124012,EUR,849480787E
ocds-hu01ve-7897670,ocds-hu01ve-7897670-01,1812297,active,2020-11-02T12:00:00Z,50003.57,EUR,845780517C
ocds-hu01ve-7975661,ocds-hu01ve-7975661-01,1845943,active,2020-12-18T12:00:00Z,143934,EUR,8547628DC1
ocds-hu01ve-7934874,ocds-hu01ve-7934874-01,1947693,active,2020-11-06T12:00:00Z,50921.76,EUR,8501912FB7
ocds-hu01ve-7906659,ocds-hu01ve-7906659-01,1854162,active,2020-10-28T12:00:00Z,89935,EUR,8468544F92
ocds-hu01ve-7865948,ocds-hu01ve-7865948-01,1901994,active,2021-02-03T12:00:00Z,104371.2,EUR,8421680E2D
ocds-hu01ve-7906757,ocds-hu01ve-7906757-01,1816558,active,2020-10-29T12:00:00Z,620138.46,EUR,846864421C
ocds-hu01ve-8047340,ocds-hu01ve-8047340-01,1887632,active,2020-10-01T12:00:00Z,1127194.21,EUR,8629390DE4
ocds-hu01ve-7908704,ocds-hu01ve-7908704-01,1820737,active,2020-10-20T12:00:00Z,55575,EUR,8470790D08
ocds-hu01ve-7907398,ocds-hu01ve-7907398-01,1881503,active,2020-11-20T12:00:00Z,50273.16,EUR,8469375D56
ocds-hu01ve-7921659,ocds-hu01ve-7921659-01,1997943,active,2020-03-06T12:00:00Z,47250,EUR,84862567FC
ocds-hu01ve-7905044,ocds-hu01ve-7905044-01,1832716,active,2020-11-03T12:00:00Z,143923.03,EUR,8466516606
ocds-hu01ve-7923453,ocds-hu01ve-7923453-01,1857106,active,2020-10-23T12:00:00Z,3033096.22,EUR,8488330781
ocds-hu01ve-7913674,ocds-hu01ve-7913674-01,1869685,active,2020-10-16T12:00:00Z,94931.25,EUR,8476217B89
ocds-hu01ve-7910968,ocds-hu01ve-7910968-01,2037658,active,2020-12-02T12:00:00Z,91593,EUR,84749906FD
ocds-hu01ve-7909990,ocds-hu01ve-7909990-01,1809082,active,2020-10-27T12:00:00Z,159030,EUR,847219654F
ocds-hu01ve-7926771,ocds-hu01ve-7926771-01,1989261,active,2020-11-11T12:00:00Z,77058,EUR,8492119E47
ocds-hu01ve-7919465,ocds-hu01ve-7919465-01,1849692,active,2020-11-27T12:00:00Z,118680.03,EUR,8483396FD4
ocds-hu01ve-7903049,ocds-hu01ve-7903049-01,1862784,active,2020-12-03T12:00:00Z,458400,EUR,8464566CD3
ocds-hu01ve-7914849,ocds-hu01ve-7914849-01,1891505,active,2020-11-25T12:00:00Z,61533.62,EUR,8477753F14
ocds-hu01ve-7920763,ocds-hu01ve-7920763-01,1824850,active,2020-11-20T12:00:00Z,160000,EUR,84852097F9
ocds-hu01ve-7920763,ocds-hu01ve-7920763-01,1824856,active,2020-11-19T12:00:00Z,240000,EUR,8485206580
ocds-hu01ve-7916156,ocds-hu01ve-7916156-01,1879426,active,2020-10-27T12:00:00Z,64881,EUR,8479461095
ocds-hu01ve-7852711,ocds-hu01ve-7852711-01,2016108,active,2020-12-26T12:00:00Z,219369,EUR,8406684718
ocds-hu01ve-7897512,ocds-hu01ve-7897512-01,1860430,active,2020-12-18T12:00:00Z,69900,EUR,8457661AA4
ocds-hu01ve-7886040,ocds-hu01ve-7886040-01,2074849,active,2021-04-15T12:00:00Z,6027000,EUR,8444291161
ocds-hu01ve-7933399,ocds-hu01ve-7933399-01,1918601,active,2020-11-06T12:00:00Z,102921.24,EUR,8500162B93
ocds-hu01ve-7900116,ocds-hu01ve-7900116-01,1935989,active,2020-10-05T12:00:00Z,1079446.62,EUR,8460774394
ocds-hu01ve-7896195,ocds-hu01ve-7896195-01,1838421,active,2020-12-09T12:00:00Z,512126.52,EUR,84560590A4
ocds-hu01ve-7873838,ocds-hu01ve-7873838-01,1922075,active,2021-03-22T12:00:00Z,498004.03,EUR,8430541E81
ocds-hu01ve-7873838,ocds-hu01ve-7873838-01,1922069,active,2021-03-22T12:00:00Z,79650,EUR,8430519C5A
ocds-hu01ve-7873838,ocds-hu01ve-7873838-01,1922087,active,2021-03-22T12:00:00Z,632700.01,EUR,84305462A5
ocds-hu01ve-7873838,ocds-hu01ve-7873838-01,1923323,active,2021-03-22T12:00:00Z,273500.01,EUR,84305283CA
ocds-hu01ve-7893784,ocds-hu01ve-7893784-01,1840373,active,2020-10-23T12:00:00Z,405000,EUR,8453367321
ocds-hu01ve-7920147,ocds-hu01ve-7920147-01,1838945,active,2020-10-28T12:00:00Z,505000,EUR,8484380BDB
ocds-hu01ve-7933891,ocds-hu01ve-7933891-01,2089328,active,2020-12-17T12:00:00Z,151508.3,EUR,85006026AE
ocds-hu01ve-7913700,ocds-hu01ve-7913700-01,1850790,active,2020-11-04T12:00:00Z,145513.68,EUR,8476338F62
ocds-hu01ve-7926394,ocds-hu01ve-7926394-01,1905888,active,2020-11-27T12:00:00Z,143480,EUR,849167825E
ocds-hu01ve-7909792,ocds-hu01ve-7909792-01,1810162,active,2020-10-14T12:00:00Z,100000,EUR,8471957016
ocds-hu01ve-7908778,ocds-hu01ve-7908778-01,1826910,active,2020-10-29T12:00:00Z,168843.77,EUR,84709018A3
ocds-hu01ve-7900987,ocds-hu01ve-7900987-01,1857267,active,2020-10-16T12:00:00Z,190037.02,EUR,84618771CE
ocds-hu01ve-7602156,ocds-hu01ve-7602156-01,2032479,active,2020-11-06T12:00:00Z,135944.26,EUR,84474521EB
ocds-hu01ve-7908455,ocds-hu01ve-7908455-01,1810136,active,2020-10-28T12:00:00Z,60942.62,EUR,8470698120
ocds-hu01ve-7928583,ocds-hu01ve-7928583-01,1815760,active,2020-10-30T12:00:00Z,49140,EUR,8494121265
ocds-hu01ve-7916078,ocds-hu01ve-7916078-01,1852691,active,2021-01-08T12:00:00Z,115300,EUR,8479372721
ocds-hu01ve-7958185,ocds-hu01ve-7958185-01,1917602,active,2020-12-04T12:00:00Z,146264.72,EUR,85285015AA
ocds-hu01ve-7902954,ocds-hu01ve-7902954-01,1908394,active,2021-03-26T12:00:00Z,209138.5,EUR,8464219E78
ocds-hu01ve-7903485,ocds-hu01ve-7903485-01,2043346,active,2020-11-05T12:00:00Z,58000,EUR,8464821F41
ocds-hu01ve-7918100,ocds-hu01ve-7918100-01,1881739,active,2020-10-16T12:00:00Z,73500,EUR,8481823DC0
ocds-hu01ve-7923358,ocds-hu01ve-7923358-01,1913810,active,2020-12-23T12:00:00Z,132090.9,EUR,8488201D0B
ocds-hu01ve-7928059,ocds-hu01ve-7928059-01,1835722,active,2020-12-01T12:00:00Z,80043.86,EUR,8493582598
ocds-hu01ve-7911458,ocds-hu01ve-7911458-01,1867670,active,2020-10-27T12:00:00Z,77312,EUR,8473853CB3
ocds-hu01ve-7903067,ocds-hu01ve-7903067-01,1804862,active,2020-10-07T12:00:00Z,3528.48,EUR,8464334D5F
ocds-hu01ve-7914652,ocds-hu01ve-7914652-01,1802968,active,2020-10-19T12:00:00Z,83802.83,EUR,847750419D
ocds-hu01ve-7917203,ocds-hu01ve-7917203-01,2092675,active,2020-11-17T12:00:00Z,74300,EUR,8480680E84
ocds-hu01ve-7956916,ocds-hu01ve-7956916-01,1824735,active,2020-10-29T12:00:00Z,152671.52,EUR,852724485A
ocds-hu01ve-7916087,ocds-hu01ve-7916087-01,1926617,active,2021-03-02T12:00:00Z,89696.32,EUR,8479388456
ocds-hu01ve-7908152,ocds-hu01ve-7908152-01,1857599,active,2020-11-26T12:00:00Z,21190.48,EUR,847018167A
ocds-hu01ve-7887819,ocds-hu01ve-7887819-01,1879694,active,2020-10-12T12:00:00Z,529211.14,EUR,8446418C9F
ocds-hu01ve-7913727,ocds-hu01ve-7913727-01,1845478,active,2020-11-10T12:00:00Z,50850,EUR,847629189B
ocds-hu01ve-7903039,ocds-hu01ve-7903039-01,1855643,active,2020-12-19T12:00:00Z,88984.83,EUR,8464329940
ocds-hu01ve-7908218,ocds-hu01ve-7908218-01,1955447,active,2020-11-02T12:00:00Z,113748.46,EUR,84702829D2
ocds-hu01ve-7912730,ocds-hu01ve-7912730-01,1835530,active,2020-10-19T12:00:00Z,200491.84,EUR,8475224817
ocds-hu01ve-7894477,ocds-hu01ve-7894477-01,1965667,active,2021-02-03T12:00:00Z,170456.2,EUR,8454154C92
ocds-hu01ve-7925411,ocds-hu01ve-7925411-01,1867067,active,2021-02-02T12:00:00Z,200000,EUR,849087293A
ocds-hu01ve-7929927,ocds-hu01ve-7929927-01,1858800,active,2020-11-06T12:00:00Z,448733.2,EUR,849560395F
ocds-hu01ve-7871670,ocds-hu01ve-7871670-01,1863447,active,2020-12-09T12:00:00Z,1309151.09,EUR,84279872E4
ocds-hu01ve-7915077,ocds-hu01ve-7915077-01,1900780,active,2021-02-12T12:00:00Z,50000,EUR,84781674BC
ocds-hu01ve-7915077,ocds-hu01ve-7915077-01,1900774,active,2021-02-12T12:00:00Z,25960,EUR,8478141F44
ocds-hu01ve-7921277,ocds-hu01ve-7921277-01,2029708,active,2020-12-18T12:00:00Z,207560.07,EUR,8485808649
ocds-hu01ve-7900570,ocds-hu01ve-7900570-01,1860421,active,2020-10-26T12:00:00Z,43303.65,EUR,846139540B
ocds-hu01ve-7900570,ocds-hu01ve-7900570-01,1860227,active,2020-10-29T12:00:00Z,74422.85,EUR,8461390FE7
ocds-hu01ve-7927362,ocds-hu01ve-7927362-01,1944962,active,2020-12-01T12:00:00Z,141266.4,EUR,8492774ACE
ocds-hu01ve-7906998,ocds-hu01ve-7906998-01,1816594,active,2020-10-29T12:00:00Z,58010.8,EUR,8468916292
ocds-hu01ve-8018346,ocds-hu01ve-8018346-01,1855915,active,2020-10-14T12:00:00Z,1000000,EUR,8595297777
ocds-hu01ve-7900470,ocds-hu01ve-7900470-01,2043970,active,2020-10-01T12:00:00Z,64320,EUR,8461289C8F
ocds-hu01ve-7862331,ocds-hu01ve-7862331-01,1884337,active,2020-10-16T12:00:00Z,981720,EUR,841762296A
ocds-hu01ve-7817335,ocds-hu01ve-7817335-01,2068133,active,2020-10-07T12:00:00Z,393452.46,EUR,83657134C2
ocds-hu01ve-7920878,ocds-hu01ve-7920878-01,1817312,active,2020-11-05T12:00:00Z,74880,EUR,8485407B5D
ocds-hu01ve-8060231,ocds-hu01ve-8060231-01,1944071,active,2020-10-19T12:00:00Z,205987.54,EUR,8642783A26
ocds-hu01ve-7910419,ocds-hu01ve-7910419-01,1851256,active,2020-10-30T12:00:00Z,185000,EUR,8472712F1D
ocds-hu01ve-7905118,ocds-hu01ve-7905118-01,1889260,active,2020-12-30T12:00:00Z,590,EUR,8466663F52
ocds-hu01ve-7905118,ocds-hu01ve-7905118-01,1889184,active,2020-12-30T12:00:00Z,590,EUR,8466618A31
ocds-hu01ve-7902163,ocds-hu01ve-7902163-01,1848092,active,2020-10-20T12:00:00Z,73541.01,EUR,8463284AE3
ocds-hu01ve-7920532,ocds-hu01ve-7920532-01,1818682,active,2020-11-12T12:00:00Z,27281.15,EUR,8485002D25
ocds-hu01ve-7905190,ocds-hu01ve-7905190-01,1839609,active,2020-11-26T12:00:00Z,39747.41,EUR,84667062D2
ocds-hu01ve-7899936,ocds-hu01ve-7899936-01,1892417,active,2020-10-05T12:00:00Z,57000,EUR,84606068EF
ocds-hu01ve-7925396,ocds-hu01ve-7925396-01,1810109,active,2020-10-28T12:00:00Z,1722000,EUR,8490511F50
ocds-hu01ve-7895884,ocds-hu01ve-7895884-01,1882966,active,2020-10-15T12:00:00Z,74042,EUR,8456072B5B
ocds-hu01ve-7895887,ocds-hu01ve-7895887-01,1843799,active,2020-11-06T12:00:00Z,188197.88,EUR,845569978D
ocds-hu01ve-7922244,ocds-hu01ve-7922244-01,1989957,active,2021-07-30T12:00:00Z,3080965.27,EUR,84869157CF
ocds-hu01ve-7913587,ocds-hu01ve-7913587-01,1836812,active,2020-10-23T12:00:00Z,127650,EUR,84761357DF
ocds-hu01ve-7843907,ocds-hu01ve-7843907-01,1920553,active,2021-02-19T12:00:00Z,521084.88,EUR,83962103AE
ocds-hu01ve-7852574,ocds-hu01ve-7852574-01,1828750,active,2020-11-19T12:00:00Z,106574.27,EUR,8406520FBF
ocds-hu01ve-7945695,ocds-hu01ve-7945695-01,1971505,active,2020-11-17T12:00:00Z,400462.1,EUR,8514479259
ocds-hu01ve-7923126,ocds-hu01ve-7923126-01,1928531,active,2020-10-26T12:00:00Z,350000,EUR,8487891D39
ocds-hu01ve-7901719,ocds-hu01ve-7901719-01,1816179,active,2020-10-27T12:00:00Z,50000,EUR,8462634280
ocds-hu01ve-7924625,ocds-hu01ve-7924625-01,2011409,active,2020-12-11T12:00:00Z,41143.61,EUR,84899196CA
ocds-hu01ve-7941870,ocds-hu01ve-7941870-01,1817418,active,2020-11-11T12:00:00Z,40100,EUR,8510016F59
ocds-hu01ve-7908394,ocds-hu01ve-7908394-01,1815958,active,2020-10-27T12:00:00Z,52596.17,EUR,8470479C63
ocds-hu01ve-7922381,ocds-hu01ve-7922381-01,1807337,active,2020-10-26T12:00:00Z,980,EUR,8487078E50
ocds-hu01ve-7923489,ocds-hu01ve-7923489-01,1833330,active,2020-11-09T12:00:00Z,611346.8,EUR,84883865B8
ocds-hu01ve-7887916,ocds-hu01ve-7887916-01,1899902,active,2021-02-15T12:00:00Z,10525173.75,EUR,844652983A
ocds-hu01ve-7907728,ocds-hu01ve-7907728-01,1797394,active,2020-10-07T12:00:00Z,98.36,EUR,84697502CF
ocds-hu01ve-7893184,ocds-hu01ve-7893184-01,1822324,active,2020-11-17T12:00:00Z,234500,EUR,8452682DD6
ocds-hu01ve-7866801,ocds-hu01ve-7866801-01,2031875,active,2021-04-30T12:00:00Z,82017.51,EUR,8422842D17
ocds-hu01ve-7866801,ocds-hu01ve-7866801-01,2031954,active,2021-04-30T12:00:00Z,259509.99,EUR,8423211D99
ocds-hu01ve-7907158,ocds-hu01ve-7907158-01,1807499,active,2020-10-21T12:00:00Z,59975.09,EUR,846911786F
ocds-hu01ve-7906536,ocds-hu01ve-7906536-01,1855208,active,2021-01-13T12:00:00Z,208489.04,EUR,8468422AE6
ocds-hu01ve-7915906,ocds-hu01ve-7915906-01,1809934,active,2020-10-28T12:00:00Z,177000,EUR,8479184BFB
ocds-hu01ve-7907293,ocds-hu01ve-7907293-01,1843380,active,2020-10-12T12:00:00Z,42930,EUR,8469278D4A
ocds-hu01ve-7909215,ocds-hu01ve-7909215-01,2061713,active,2020-10-29T12:00:00Z,4703915.6,EUR,84713234E3
ocds-hu01ve-7925606,ocds-hu01ve-7925606-01,2071999,active,2020-10-30T12:00:00Z,49131.43,EUR,8490792736
ocds-hu01ve-7904663,ocds-hu01ve-7904663-01,1850110,active,2020-11-27T12:00:00Z,212157.66,EUR,846613184F
ocds-hu01ve-7917434,ocds-hu01ve-7917434-01,1832490,active,2020-11-27T12:00:00Z,45962.4,EUR,848097739F
ocds-hu01ve-7919641,ocds-hu01ve-7919641-01,1818196,active,2020-10-23T12:00:00Z,35967.18,EUR,8483890780
ocds-hu01ve-7925928,ocds-hu01ve-7925928-01,1858107,active,2020-10-28T12:00:00Z,74422.92,EUR,84912018BA
ocds-hu01ve-7889441,ocds-hu01ve-7889441-01,1870226,active,2020-10-02T12:00:00Z,171298.44,EUR,84488378D9
ocds-hu01ve-7951631,ocds-hu01ve-7951631-01,2110799,active,2020-11-19T12:00:00Z,66959.58,EUR,852149829C
ocds-hu01ve-7902747,ocds-hu01ve-7902747-01,1795263,active,2020-10-07T12:00:00Z,1489873.27,EUR,8463997747
ocds-hu01ve-7902092,ocds-hu01ve-7902092-01,1957787,active,2020-10-22T12:00:00Z,57922.66,EUR,84633712B1
ocds-hu01ve-7904829,ocds-hu01ve-7904829-01,1941069,active,2020-10-08T12:00:00Z,65571.88,EUR,846628790B
ocds-hu01ve-7924991,ocds-hu01ve-7924991-01,1941128,active,2020-10-27T12:00:00Z,187500,EUR,849003240B
ocds-hu01ve-7896789,ocds-hu01ve-7896789-01,1971827,active,2020-11-13T12:00:00Z,138300,EUR,8456769A8A
ocds-hu01ve-7919047,ocds-hu01ve-7919047-01,2119673,active,2020-11-10T12:00:00Z,25717.13,EUR,8482907C4C
ocds-hu01ve-8248893,ocds-hu01ve-8248893-01,1992160,active,2020-10-17T12:00:00Z,66348.59,EUR,88640995E5
ocds-hu01ve-7925994,ocds-hu01ve-7925994-01,1948691,active,2021-06-03T12:00:00Z,102600,EUR,8491378ACA
ocds-hu01ve-7899017,ocds-hu01ve-7899017-01,2059066,active,2020-10-23T12:00:00Z,71412.96,EUR,8459332D97
ocds-hu01ve-7899763,ocds-hu01ve-7899763-01,2065653,active,2020-10-22T12:00:00Z,42441,EUR,8460116494
ocds-hu01ve-7951517,ocds-hu01ve-7951517-01,2109702,active,2020-11-19T12:00:00Z,74000,EUR,8521472D24
ocds-hu01ve-7839769,ocds-hu01ve-7839769-01,1811766,active,2020-10-23T12:00:00Z,117200,EUR,8391124E91
ocds-hu01ve-7911259,ocds-hu01ve-7911259-01,1808758,active,2020-10-26T12:00:00Z,24237.9,EUR,8473611501
ocds-hu01ve-7911876,ocds-hu01ve-7911876-01,1900378,active,2020-10-30T12:00:00Z,56900,EUR,847431384F
ocds-hu01ve-7898479,ocds-hu01ve-7898479-01,1884423,active,2020-10-09T12:00:00Z,146152.33,EUR,845864135F
ocds-hu01ve-7906602,ocds-hu01ve-7906602-01,1970931,active,2020-10-14T12:00:00Z,42153.3,EUR,8468481B96
ocds-hu01ve-7925843,ocds-hu01ve-7925843-01,1811114,active,2020-10-28T12:00:00Z,6145,EUR,8491037166
ocds-hu01ve-7924305,ocds-hu01ve-7924305-01,1985107,active,2020-12-01T12:00:00Z,62400,EUR,8489328F12
ocds-hu01ve-7924305,ocds-hu01ve-7924305-01,1985075,active,2020-12-01T12:00:00Z,38000,EUR,8489309F64
ocds-hu01ve-7904557,ocds-hu01ve-7904557-01,1897878,active,2020-11-16T12:00:00Z,131147.54,EUR,8466055997
ocds-hu01ve-7882301,ocds-hu01ve-7882301-01,1824630,active,2020-10-09T12:00:00Z,41678.96,EUR,84397226EA
ocds-hu01ve-7928626,ocds-hu01ve-7928626-01,2069354,active,2020-12-31T12:00:00Z,57625,EUR,8494170AD2
ocds-hu01ve-7910792,ocds-hu01ve-7910792-01,1968122,active,2020-10-14T12:00:00Z,1140000,EUR,8473059D78
ocds-hu01ve-7899500,ocds-hu01ve-7899500-01,1909503,active,2020-10-29T12:00:00Z,160731.57,EUR,845983088F
ocds-hu01ve-7902415,ocds-hu01ve-7902415-01,1839789,active,2020-12-03T12:00:00Z,95000,EUR,8463600FA7
ocds-hu01ve-7873998,ocds-hu01ve-7873998-01,1857813,active,2020-10-28T12:00:00Z,222141,EUR,8430702361
ocds-hu01ve-7906849,ocds-hu01ve-7906849-01,1816464,active,2020-10-29T12:00:00Z,397600,EUR,84687666C8
ocds-hu01ve-7905433,ocds-hu01ve-7905433-01,1832317,active,2020-10-14T12:00:00Z,99712.34,EUR,8467081846
ocds-hu01ve-7906987,ocds-hu01ve-7906987-01,1816527,active,2020-10-29T12:00:00Z,45592,EUR,846890597C
ocds-hu01ve-7909266,ocds-hu01ve-7909266-01,1827963,active,2020-11-03T12:00:00Z,158400,EUR,8471371C7D
ocds-hu01ve-7899981,ocds-hu01ve-7899981-01,1875017,active,2020-10-07T12:00:00Z,203913.21,EUR,8460631D8F
ocds-hu01ve-7899618,ocds-hu01ve-7899618-01,1803285,active,2020-10-15T12:00:00Z,931029.75,EUR,845993600B
ocds-hu01ve-7932176,ocds-hu01ve-7932176-01,1844121,active,2020-11-02T12:00:00Z,72975,EUR,8498362E2A
ocds-hu01ve-7884118,ocds-hu01ve-7884118-01,1833408,active,2020-12-01T12:00:00Z,195050,EUR,8442096DFE
ocds-hu01ve-7922190,ocds-hu01ve-7922190-01,2113682,active,2020-11-05T12:00:00Z,35469.92,EUR,848685671F
ocds-hu01ve-7906824,ocds-hu01ve-7906824-01,1816733,active,2020-10-29T12:00:00Z,135000,EUR,8468741228
ocds-hu01ve-7942230,ocds-hu01ve-7942230-01,1891485,active,2020-10-19T12:00:00Z,66500,EUR,8510423F37
ocds-hu01ve-7791810,ocds-hu01ve-7791810-01,1968407,active,2020-12-03T12:00:00Z,70171.7,EUR,8336685219
ocds-hu01ve-7899814,ocds-hu01ve-7899814-01,1928840,active,2021-01-08T12:00:00Z,43216.93,EUR,8460477E79
ocds-hu01ve-7832935,ocds-hu01ve-7832935-01,1940318,active,2020-10-26T12:00:00Z,60000,EUR,8383150A38
ocds-hu01ve-7911514,ocds-hu01ve-7911514-01,1858378,active,2020-11-30T12:00:00Z,58000,EUR,847391825A
ocds-hu01ve-7917587,ocds-hu01ve-7917587-01,1842421,active,2020-12-10T12:00:00Z,59882.92,EUR,8481356C5F
ocds-hu01ve-7897467,ocds-hu01ve-7897467-01,1849405,active,2020-10-02T12:00:00Z,25000,EUR,8457572135
ocds-hu01ve-7604918,ocds-hu01ve-7604918-01,1940664,active,2020-11-27T12:00:00Z,990000,EUR,8138100C8F
ocds-hu01ve-7899574,ocds-hu01ve-7899574-01,2132594,active,2020-10-26T12:00:00Z,130995,EUR,84599023FB
ocds-hu01ve-7911336,ocds-hu01ve-7911336-01,1923111,active,2020-11-05T12:00:00Z,51984.4,EUR,84736927D8
ocds-hu01ve-7905029,ocds-hu01ve-7905029-01,1881458,active,2020-11-19T12:00:00Z,415786,EUR,8466520952
ocds-hu01ve-7905029,ocds-hu01ve-7905029-01,1881459,active,2020-11-19T12:00:00Z,342016,EUR,8466527F17
ocds-hu01ve-7905029,ocds-hu01ve-7905029-01,1881452,active,2020-11-19T12:00:00Z,642338.8,EUR,8466510114
ocds-hu01ve-7905029,ocds-hu01ve-7905029-01,1881463,active,2020-11-19T12:00:00Z,301600,EUR,8466531268
ocds-hu01ve-7905029,ocds-hu01ve-7905029-01,1881444,active,2020-11-19T12:00:00Z,626400,EUR,8466502A77
ocds-hu01ve-7919511,ocds-hu01ve-7919511-01,1804710,active,2020-10-22T12:00:00Z,689718.12,EUR,84834479EC
ocds-hu01ve-7925421,ocds-hu01ve-7925421-01,1850005,active,2020-10-27T12:00:00Z,384622.8,EUR,8490743EC4
ocds-hu01ve-7909686,ocds-hu01ve-7909686-01,1850394,active,2020-11-20T12:00:00Z,60000,EUR,8471843202
ocds-hu01ve-7896519,ocds-hu01ve-7896519-01,1814366,active,2020-10-29T12:00:00Z,199231.36,EUR,8456451420
ocds-hu01ve-7915350,ocds-hu01ve-7915350-01,1918410,active,2020-10-30T12:00:00Z,50000,EUR,8478509EF3
ocds-hu01ve-7933842,ocds-hu01ve-7933842-01,2138848,active,2020-11-04T12:00:00Z,58000,EUR,8500555FE2
ocds-hu01ve-7856204,ocds-hu01ve-7856204-01,1909720,active,2021-03-10T12:00:00Z,749525,EUR,8410755697
ocds-hu01ve-7856204,ocds-hu01ve-7856204-01,1909715,active,2021-03-10T12:00:00Z,706908.68,EUR,8410743CAE
ocds-hu01ve-7906199,ocds-hu01ve-7906199-01,1868147,active,2020-10-31T12:00:00Z,21975.8,EUR,8467918AFC
ocds-hu01ve-7914346,ocds-hu01ve-7914346-01,1844368,active,2020-10-16T12:00:00Z,54000,EUR,84770456D4
ocds-hu01ve-7908847,ocds-hu01ve-7908847-01,2048202,active,2020-10-13T12:00:00Z,93600,EUR,84709408D2
ocds-hu01ve-7920769,ocds-hu01ve-7920769-01,1855073,active,2020-10-28T12:00:00Z,800000,EUR,8485218F64
ocds-hu01ve-7906900,ocds-hu01ve-7906900-01,1816711,active,2020-10-29T12:00:00Z,51416.51,EUR,84688170E0
ocds-hu01ve-7906854,ocds-hu01ve-7906854-01,1816769,active,2020-10-29T12:00:00Z,306251,EUR,8468770A14
ocds-hu01ve-7881369,ocds-hu01ve-7881369-01,1842561,active,2020-12-17T12:00:00Z,44500,EUR,84386588DF
ocds-hu01ve-7906579,ocds-hu01ve-7906579-01,1970939,active,2020-10-14T12:00:00Z,476516.48,EUR,846845996F
ocds-hu01ve-7890951,ocds-hu01ve-7890951-01,1813475,active,2020-10-08T12:00:00Z,666666.67,EUR,8450289714
ocds-hu01ve-7889753,ocds-hu01ve-7889753-01,1840420,active,2020-11-18T12:00:00Z,44412.8,EUR,8448633083
ocds-hu01ve-7889753,ocds-hu01ve-7889753-01,1840408,active,2020-11-18T12:00:00Z,83380,EUR,84486140D5
ocds-hu01ve-7919289,ocds-hu01ve-7919289-01,1824152,active,2020-10-26T12:00:00Z,53700,EUR,84831905D8
ocds-hu01ve-7955777,ocds-hu01ve-7955777-01,1848000,active,2020-10-08T12:00:00Z,113506.17,EUR,8526029DB2
ocds-hu01ve-7905061,ocds-hu01ve-7905061-01,1889121,active,2021-01-29T12:00:00Z,320278.64,EUR,8466549143
ocds-hu01ve-7902569,ocds-hu01ve-7902569-01,1908131,active,2020-10-05T12:00:00Z,1510000,EUR,8463792E19
ocds-hu01ve-7929134,ocds-hu01ve-7929134-01,1814344,active,2020-11-06T12:00:00Z,14347,EUR,8494724401
ocds-hu01ve-7913816,ocds-hu01ve-7913816-01,1985906,active,2020-10-23T12:00:00Z,130529.5,EUR,8476429A7C
ocds-hu01ve-7895980,ocds-hu01ve-7895980-01,1978179,active,2021-02-10T12:00:00Z,780494.47,EUR,84558357C8
ocds-hu01ve-7920541,ocds-hu01ve-7920541-01,1898685,active,2020-10-19T12:00:00Z,165000,EUR,8484957804
ocds-hu01ve-7910117,ocds-hu01ve-7910117-01,1905397,active,2020-10-15T12:00:00Z,227685.73,EUR,84723303E4
ocds-hu01ve-7928753,ocds-hu01ve-7928753-01,1927600,active,2020-10-29T12:00:00Z,65700,EUR,84943374A4
ocds-hu01ve-7914286,ocds-hu01ve-7914286-01,1841456,active,2020-12-04T12:00:00Z,142500,EUR,8476986624
ocds-hu01ve-7965259,ocds-hu01ve-7965259-01,1917620,active,2020-10-10T12:00:00Z,50034.14,EUR,85367236AC
ocds-hu01ve-7912287,ocds-hu01ve-7912287-01,1895678,active,2020-11-17T12:00:00Z,396308.43,EUR,8474772318
ocds-hu01ve-7909472,ocds-hu01ve-7909472-01,1877869,active,2021-01-26T12:00:00Z,47124,EUR,8471614507
ocds-hu01ve-7925612,ocds-hu01ve-7925612-01,1826859,active,2020-11-02T12:00:00Z,10885.91,EUR,8490790590
ocds-hu01ve-7926299,ocds-hu01ve-7926299-01,1843384,active,2020-10-28T12:00:00Z,283404,EUR,849154656F
ocds-hu01ve-7903425,ocds-hu01ve-7903425-01,1831944,active,2020-10-16T12:00:00Z,72750,EUR,84647726D4
ocds-hu01ve-7961909,ocds-hu01ve-7961909-01,1899430,active,2021-11-25T12:00:00Z,46514.3,EUR,853286247A
ocds-hu01ve-7909116,ocds-hu01ve-7909116-01,1999261,active,2020-11-02T12:00:00Z,42900,EUR,8471200F5F
ocds-hu01ve-7900970,ocds-hu01ve-7900970-01,1829377,active,2020-11-05T12:00:00Z,112150.9,EUR,8461855FA2
ocds-hu01ve-7901085,ocds-hu01ve-7901085-01,1803639,active,2020-10-06T12:00:00Z,72450,EUR,8462047E14
